Depth_113Ma_Base_Sal_Profundidade_Area_PUC_RJ,Depth_134Ma_Topo_Embasamento_Indistinto_Profundidade_Area_PUC_RJ,Depth_CT_Espessura_Crustal_Area_PUC_RJ,falha_dist,1_M_falha_dist,2_M_falha_dist,3_M_falha_dist,4_M_falha_dist,5_M_falha_dist,6_M_falha_dist,7_M_falha_dist,8_M_falha_dist,9_M_falha_dist,10_M_falha_dist,Ignea,dist_Ignea,magnometria,gravitometria,fluxo_termico,gradiente_termico
3.501445405478141,3.703396256645437,6.007723731872114,1.9427294878798176,3.0569309672490115,0.27909341932860715,3.3171570475688594,-0.4161615084910362,2.5828642428542015,-0.15600790987760252,3.183506275360331,2.964578783664322,2.8384055759269766,3.1021388459907544,-0.6831300510639733,1.7623339750153513,0.27796875297916224,-1.120546359780357,2.1734245553115543,1.3755582133017377
2.076125573243239,1.5618971563090174,-1.8203618368271788,1.2460840150100558,2.375345934498781,-0.6603659316947951,2.570489848238667,-1.7191456774350857,1.4315791526093833,-1.5736688334909357,2.33730888555439,2.0211521432257524,1.7770842494462016,2.2547861120003896,-0.6831300510639733,-0.669304050920251,-2.192582628706105,1.3929328233638945,1.783095247418867,1.3755582133017377
0.23308053753184396,0.3999969036604744,-0.30465219044918407,0.5873012503878485,-0.01490531457078361,0.014781518646863308,-0.17883993123235917,0.5457560084692278,0.49269863555032134,0.5860709893818015,0.1270165329294067,0.37887248606006685,0.552550554004716,0.2580499683047559,1.4638501094227998,-0.8170973548497655,1.2480440130194226,-0.4615243788339985,1.0024366316334925,1.3755582133017377
-0.32909789055367344,-0.6962452817223781,-0.3002671605007081,0.5540052065818177,-0.723490783024724,0.758678758801068,-0.7888761399108988,0.9161167764598516,0.4411911469304286,0.8804286949719169,-0.560520128026146,-0.0884990041567361,0.19812288467218692,-0.3790984138095936,-0.6831300510639733,-0.5355746343353655,0.7316010688253272,1.0404326940204933,0.6121073237408052,0.49966007458572514
-0.06741480267638557,0.09623112779168382,-0.13139262694860346,1.6988284537559264,-0.7395866835886926,0.2146409738059165,-0.967587611139681,-0.13579201366535248,-1.1198804356867273,-0.04184175704687973,-0.9538671177244373,-1.3455924399411427,-1.7386975314174347,-1.092149641134018,-0.6831300510639733,0.3334698175731415,-1.473749882057567,0.45804117597487404,-1.3395392157226311,-1.0769565751030972
-0.32225188338123045,-0.35869870421392924,-0.11164341966308866,-0.7283725605856773,0.7151693534243613,-1.6928962931437939,0.5822170730214905,-1.2769227688535565,-0.6371604885696236,-1.3443037480272835,0.5905329348683749,0.2206722660729849,-0.06958860703646978,0.48955906532704435,-0.6831300510639733,-0.7937282480214147,1.2480440130194226,0.7798891201579794,-0.5588805999372566,-0.9017769473598948
-0.5005020358318741,-0.5908676619924127,-0.24876093948013306,-0.712454871842813,-1.2979557600891807,1.288957897069192,-0.5219855618564093,0.7151589963390296,-0.24532420066379695,0.6604272440687892,-1.4349494193215484,-1.4112185656538125,-1.0336104455265593,-1.531794079045227,-0.6831300510639733,-0.6287387650800277,-0.6921065070610981,0.090214954051325,-0.5588805999372566,-0.639007505745091
-0.7727284933524688,0.18206451065891374,0.24080110916474573,-0.39564726241269976,0.0324037613240974,-0.8106127547963589,-0.3069620540225561,-0.7975501993165889,-1.4455576948850948,-0.7105991124241139,-0.15685771955063124,-0.5227994836307935,-0.8924494270573441,-0.2921060474196161,-0.6831300510639733,-0.4370444919414866,-0.6921065070610981,-0.38489391593325917,-1.3395392157226311,-1.0769565751030972
0.07007811102891427,0.09708068661786022,-0.640729468519859,-0.6726997471854455,-0.4008105739827701,0.25499826316935587,-0.7095929416884305,0.590325461744914,0.12188399126611112,0.5630384636152672,-0.35515815048296717,-0.11864578164030196,0.08353299245473497,-0.2440580311438546,1.4638501094227998,-0.8170973548497655,-0.44435347302203876,0.45804117597487404,0.6121073237408052,0.49966007458572514
0.6546332970888605,0.29165509633947967,0.43626261252247045,-0.6623214239957786,0.6387839596884667,-0.3024051171546375,0.5906860160211256,0.41052496645002196,0.9630994382330722,0.5340503961166131,0.8157465960465587,1.0092291311587118,1.1297652561169946,0.9363620563964937,1.4638501094227998,-0.8170973548497655,0.7316010688253272,-1.7029378778259765,1.3927659395261798,1.3755582133017377
